'aeneid'	?:'Aeneis'
acidizing	?:säuernd
acidly	?:scharf
acidocytosis	?:Eosinophilie
acidogenesis	?:Versäuerung
acidophil	?:säureliebender Organismus
acidophilia	?:Azidophilie
acidophilic	?:azidophil
acidophobic	?:acidophob
acidosis	?:Übersäuerung
acidotic	?:azidotisch
acids	?:Säuren
acidulous	?:scharf
acing	?:spielend schaffend
acinos	?:Steinquendeln
acinus	?:Drüsenbeere
ack-ack	?:Fla…
ackee	?:Aki
ackees	?:Akipflaumen
acknowledgeable	?:quittierbar
acknowledged	?:bestätigt
acknowledgement	?:Anerkennung
acknowledging	?:anerkennend
acknowledgment	?:Anerkennung
acknowledgments	?:Danksagung
aclinal	?:söhlig
aclinic	?:söhlig
acme	?:Gipfel
acmite	?:Ägirin
acne	?:Akne
acne-like	?:akneartig
acneform	?:akneartig
acnegen	?:Aknegen
acnegenic	?:akneauslösend
acneiform	?:akneartig
acoasm	?:Gehörhalluzination
acocarmine	?:Azokarmin
acolutophytes	?:Akolutophyten
acolyte	?:Anhänger
acolytes	?:Anhänger
aconcagua	?:Aconcagua
aconite	?:Eisenhut
acontiinae	?:Kahnspinnereulen
acorea	?:Pupillenlosigkeit
acorn	?:Eichel
acorns	?:Eicheln
acosmism	?:Akosmismus
acosmistic	?:akosmistisch
acouaesthesia	?:Hörfähigkeit
acoumeter	?:Hörprüfgerät
acoumeters	?:Hörprüfgeräte
acousma	?:Gehörhalluzination
acousmatics	?:Akusmatiker
acoustic	?:akustisch
acoustical	?:akustisch
acoustically	?:akustisch
acoustician	?:Akustiker
acousticians	?:Akustiker
acousticophobia	?:Angst vor Lärm, Geräuschen, der eigenen Stimme
acoustics	?:Akustik
acousto-optical	?:akustooptisch
acoustoelectric	?:elektroakustisch
acquaint	?:bekannt machen
acquaintance	?:Bekannte
acquaintances	?:Bekannten
acquaintanceship	?:Bekanntschaft
acquainted	?:bekannt
acquainting	?:bekannt machend
acquaints	?:bringt näher
acquiesce	?:zustimmen
acquiesced	?:zugestimmt
acquiescence	?:Ergebenheit
acquiescent	?:ergeben
acquiescently	?:ergeben
acquiesces	?:stimmt zu
acquiescing	?:zustimmend
acquirable	?:erreichbar
acquire	?:erwerben
acquired	?:angenommen
acquirement	?:Erwerb
acquirer	?:Käufer
acquirers	?:Käufer
acquiring	?:annehmend
acquis	?:EU-Acquis
acquisition	?:Kauf
acquisitions	?:Übernahmen
acquisitive	?:auf Erwerb aus
acquisitively	?:gewinnsüchtig
acquisitiveness	?:Gewinnsucht
acquittal	?:Freispruch
acquittals	?:Freisprüche
acquittance	?:Erfüllung
acquitted	?:freigesprochen
acquitting	?:freisprechend
acraldehyde	?:Akrolein
acrasia	?:Handeln wider besseres Wissen
acratic	?:wider besseres Wissen
acratotherm	?:Akratotherme
acre	?:Acker
acreage	?:Fläche
acrid	?:scharf
acridity	?:Schärfe
acridly	?:scharf
acridness	?:Herbheit
acrimonious	?:erbittert
acrimoniously	?:im Streit
acrimony	?:Schärfe
acroamatic	?:acroamatisch
acrobat	?:Akrobat
acrobatic	?:akrobatisch
acrobatically	?:akrobatisch
acrobatics	?:Akrobatik
acrobats	?:Akrobaten
acrocentric	?:akrozentrisch
acrocyanosis	?:Akrozyanose
acrogenous	?:an der Blattspitze entstehend
acrognosis	?:Lagesinn
acrohyperhidrosis	?:Schwitzen an Händen und Füßen
acrolein	?:Akrolein
acromegalic	?:akromegal
acromegaloid	?:akromegaloid
acromegaly	?:Akrenvergrößerung
acromial	?:akromial
acromioclavicular	?:beim Schlüsselbein gelegen
acromiocoracoid	?:akromiokorakoidal
acromion	?:Schulterhöhe
acromioplasty	?:Akromionplastik
acromorph	?:Salzstock
acromyotonia	?:Muskelkrampf der Extremitäten
acronictinae	?:Haarraupeneulen
acronym	?:Akronym
acronyms	?:Initialwörter
acrophobia	?:Höhenangst
acrophonic	?:akrophonisch
acrophony	?:Akrophonie
acropolis	?:Akropolis
across	?:über
across-the-board	?:auf der ganzen Linie
acrostic	?:Akrostichon
acrotic	?:pulslos
acrotism	?:Pulslosigkeit
acrylaldehyde	?:Akrolein
acrylic	?:Acryl
act	?:spielen
actable	?:spielbar
acted	?:gespielt
actimeter	?:Aktometer
actimetry	?:Aktometrie
actin	?:Aktin
acting	?:Schauspiel
acting-in	?:Ausagieren während der Analysesitzung
acting-out	?:Ausagieren
actinic	?:aktinisch
actinides	?:Actinide
actinium	?:Actinium
actinodermatitis	?:Strahlenschädigung der Haut
actinogenic	?:strahlenbildend
actinograph	?:Aktinograph
actinometer	?:Strahlenmessgerät
actinometers	?:Strahlenmessgeräte
actinomycete	?:Strahlenpilz
actinomycetes	?:Strahlenpilze
actinomycetoma	?:aktinomykotisches Myzetom
actinomycin	?:Aktinomyzin
actinomycosis	?:Strahlenpilzkrankheit
actinoneuritis	?:Strahlenneuritis
actinotherapies	?:Strahlenbehandlungen
actinotherapy	?:Strahlentherapie
action	?:Tun
action-based	?:handlungsorientiert
action-language	?:Handlungssprache
action-oriented	?:handlungsorientiert
action-packed	?:ereignisreich
action-presentation	?:Handlungsrepräsentanz
action-representation	?:Handlungsrepräsentanz
action-thought	?:Handlungsgedanke
actionability	?:Klagbarkeit
actionable	?:verwertbar
actioner	?:Actionfilm
actioners	?:Actionfilme
actionism	?:Aktionismus
actionist	?:Aktionist
actionists	?:Aktionisten
actions	?:Tätigkeit
activable	?:aktivierbar
activate	?:in Betrieb setzen
activated	?:bestätigt
activates	?:aktiviert
activating	?:erregend
activation	?:Start
activations	?:Starts
activator	?:Aktivator
activators	?:Aktivierungsmittel
active	?:Aktiv
active-ingredient-containing	?:wirkstoffhaltig
actively	?:aktiv
activeness	?:Handlung
activewear	?:Sportbekleidung
activism	?:Aktivismus
activist	?:Aktivist
activistic	?:aktivistisch
activists	?:Aktivisten
activities	?:Aktivitäten
activity	?:Tun
activity-based	?:tätigkeitsorientiert
actor	?:Schauspieler
actors	?:Schauspieler
actress	?:Schauspieler
actresses	?:Schauspieler
acts	?:handelt
actual	?:wirklich
actualisation	?:Verwirklichung
actualise	?:verwirklichen
actualised	?:verwirklicht
actualises	?:verwirklicht
actualising	?:verwirklichend
actualism	?:Aktualismus
actualities	?:Tatsachen
actuality	?:Realität
actualization	?:Verwirklichung
actualize	?:verwirklichen
actualized	?:verwirklicht
actualizes	?:verwirklicht
actualizing	?:verwirklichend
actually	?:an sich
actuals	?:Ist-Zahlen
actuarial	?:versicherungsmathematisch
actuarially	?:versicherungsstatistisch
actuaries	?:Versicherungsmathematiker
actuary	?:Aktuar
actuate	?:drücken
actuated	?:ausgelöst
actuating	?:drückend
actuation	?:Antrieb
actuator	?:Auslöser
actuators	?:Auslöser
acuity	?:Schärfe
acumen	?:Klugheit
acumeter	?:Hörschärfemessgerät
acumeters	?:Hörschärfemessgeräte
acuminate	?:spitz
acupressure	?:Akupressur
acupuncture	?:Akupunktur
acupunctures	?:Akupunkturen
acupuncturist	?:Akupunkteur
acusector	?:elektrisches Chirurgiemesser
acutance	?:Konturenschärfe
acute	?:scharf
acute-angled	?:spitzwinklig
acutely	?:akut
acuteness	?:Feinheit
acyclic	?:aperiodisch
ad	?:Werbung
ad-hocery	?:Improvisiertheit
ad-hocism	?:Improvisiertheit
ad-hockery	?:Improvisiertheit
ad-lib	?:frei
ad-libbed	?:improvisiert
ad-libitum	?:frei
adage	?:Spruch
adages	?:Sprüche
adagio	?:langsam
adagios	?:Adagio
adamant	?:entschieden
adamantane	?:Adamantan
adamantine	?:eisern
adamantly	?:unerbittlich
adamine	?:Adamin
adamite	?:Adamin
adana	?:Adana
adante	?:Andante
adapt	?:anpassen
adaptability	?:Anpassungsfähigkeit
adaptable	?:vielseitig
adaptation	?:Anpassung
adaptation-related	?:anpassungsbedingt
adaptational	?:anpassend
adaptationally	?:anpassend
adaptations	?:Anpassungen
adapted	?:geeignet
adapter	?:Vorstoß
adapters	?:Adapter
adapting	?:adaptierend
adaption	?:Anpassung
adaptive	?:lernfähig
adaptively	?:anpassungsfähig
adaptiveness	?:Anpassungsfähigkeit
adaptivity	?:Anpassungsfähigkeit
adaptor	?:Netzteil
adaptors	?:Adapter
adaptronic	?:Adaptronik
adapts	?:passt an
adatom	?:Adatom
adatoms	?:Adatome
add	?:zählt zusammen
add-on	?:Erweiterung
adda	?:Adda
addable	?:addierbar
addback	?:Rückrechnung
added	?:zusätzlich
addend	?:Zusatz
addenda	?:Anhänge
addendum	?:Anhang
adder	?:Otter
adder's-mouths	?:Weichwurzen
adders	?:Ottern
addible	?:addierbar
addict	?:Fan
addicted	?:ergeben
addicting	?:ein Aroma, an das man sich gewöhnen könnte
addiction	?:Sucht
addiction-prone	?:suchtgefährdet
addictive	?:suchterzeugend
addictively	?:süchtig machend
addictiveness	?:Suchtpotenzial
addicts	?:Süchtigen
adding	?:nachtragend
additament	?:Beimischung
additaments	?:Zuschlagsstoffe
addition	?:Zugeben
additional	?:weitere
additionally	?:außerdem
additions	?:Ergänzungen
additive	?:zusätzlich
additively	?:zusätzlich
additives	?:Zusätze
additivity	?:Additivität
addivity	?:Addivität
addle	?:verderben
addlebrained	?:verwirrt
addled	?:verwirrt
addleheaded	?:verwirrt
addleheadedness	?:Verwirrtheit
addleness	?:Verwirrtheit
addlepated	?:verwirrt
addlepatedness	?:Verwirrtheit
addles	?:verdirbt
addling	?:verderbend
address	?:Sie-Form
addressability	?:Adressierbarkeit
addressable	?:aufrufbar
addressed	?:angesprochen
addressee	?:Empfänger
addressees	?:Empfänger
addresser	?:Absender
addresses	?:Adressen
addressing	?:eingehend
addressless	?:adressenlos
adduce	?:erbringen
adduced	?:führte an
adduces	?:führt an
adducible	?:anführbar
adducing	?:anführend
adduct	?:Addukt
adduction	?:Heranführen
adductor	?:Adduktor
adductors	?:Adduktoren
adelaide	?:Adelaide
adelomopheous	?:kaum sichtbar
adenine	?:Adenin
adenitis	?:Adenitis
adenocarcinoma	?:Adenokarzinom
adenoid	?:Drüsen…
adenoidal	?:Drüsen…
adenoidectomy	?:Adenotomie
adenoids	?:Rachenmandelwucherungen
adenoma	?:Adenom
adenomas	?:Adenome
adenomatous	?:adenomatös
adenose	?:Drüsen…
adenosine	?:Adenosin
adenoviruses	?:Adenoviren
adept	?:geschickt
adeptly	?:erfahren
adeptness	?:Erfahrenheit
adepts	?:Profis
adequacy	?:Angemessenheit
adequate	?:entsprechend
adequately	?:genug
adequateness	?:Angemessenheit
adermogenesis	?:fehlende Hautbildung
adessive	?:Adessiv
adhan	?:Adhan
adhere	?:kleben
adhered	?:geklebt
adherence	?:…gemäß
adherend	?:angeklebtes Teil
adherends	?:Fügeteile
adherent	?:Anhänger
adherently	?:anhaftend
adherents	?:Anhänger
adherer	?:Anhänger
adheres	?:haftet
adhering	?:anhaftend
adhesion	?:Haftung
adhesiotomy	?:Bridendurchtrennung
adhesive	?:Kleber
adhesively	?:anhaftend
adhesiveness	?:Haftkraft
adhesives	?:Kleber
adhocracy	?:flexible Organisationsform
adhortative	?:Adhortativ
adiabatic	?:adiabatisch
adiaphone	?:Gabelklavier
adiaphones	?:Gabelklaviere
adiaphora	?:Adiaphora
adige	?:Etsch
adinole	?:Adinol
adipocere	?:Leichenwachs
adipose	?:Fett…
adiposeness	?:Fettsucht
adiposis	?:Adipositas
adipositis	?:Fettgewebsentzündung
adiposity	?:Adipositas
adit	?:waagrechter Zugangsstollen
adjacency	?:unmittelbare Nachbarschaft
adjacent	?:angrenzend
adjacently	?:angrenzend
adjara	?:Adscharien
adjectival	?:adjektivisch
adjectivally	?:adjektivisch
adjective	?:Adjektiv
adjectives	?:Adjektive
adjoin	?:anstoßen
adjoined	?:stieß an
adjoining	?:Neben…
adjoins	?:stößt an
adjoint	?:Adjunkte
adjourn	?:aufschieben
adjourned	?:schob auf
adjourning	?:aufschiebend
adjournment	?:Aufschub
adjournments	?:Aufschübe
adjourns	?:schiebt auf
adjudge	?:erklären
adjudged	?:erklärt
adjudging	?:entscheidend
adjudicate	?:entscheiden
adjudicated	?:entschieden
adjudicating	?:entscheidend
adjudication	?:gerichtliche Entscheidung
adjudicator	?:Juror
adjudicators	?:Juroren
adjunct	?:Ergänzung
adjunction	?:Adjunktion
adjunctive	?:verbunden
adjuncts	?:Beigaben
adjuration	?:Beschwörung
adjured	?:beschwört
adjures	?:beschwört
adjuring	?:beschwörend
adjust	?:anpassen
adjustability	?:Verstellbarkeit
adjustable	?:fest eingestellt
adjusted	?:eingestellt
adjuster	?:Einsteller
adjusters	?:Einsteller
adjusting	?:Einstellung
adjustment	?:Ordnung
adjustment-related	?:anpassungsbedingt
adjustments	?:Anpassungen
adjusts	?:passt ein
adjutant	?:Adjutant
adjutants	?:Adjutanten
adjuvant	?:unterstützend
adjuvants	?:Hilfstoffe
adling	?:Prinz
adman	?:Werbefachmann
admass	?:Konsumbeeinflussung
admen	?:Werbetreibenden
admin	?:Verwaltung
administer	?:führen
administered	?:geführt
administering	?:Eingeben
administrable	?:adminitrierbar
administrated	?:geführt
administrating	?:führend
administration	?:Regierung
administrations	?:Regierungen
administrative	?:Amts…
administratively	?:verwaltend
administrator	?:Verwalter
administrators	?:Verwalter
administratorship	?:Verwalteramt
administratrix	?:Nachlassverwalterin
admirability	?:Großartigkeit
admirable	?:großartig
admirableness	?:Trefflichkeit
admirably	?:bewundernswert
admiral	?:Admiral
admirality	?:Seebehörde
admirals	?:Admiralität
admiralty	?:Admiralität
admiration	?:Bewunderung
admire	?:bewundern
admired	?:verehrt
admirer	?:Verehrer
admirers	?:Verehrer
admires	?:bewundert
admiring	?:bewundernd
admiringly	?:bewundernd
admissible	?:zulässig
admissibleness	?:Zulässigkeit
admissibly	?:zulässig
admission	?:Aufnahme
admissive	?:zulässig
admits	?:lässt zu
admittance	?:Aufnahme
admittances	?:Zutritte
admitted	?:aufgenommen
admittedly	?:allerdings
admitting	?:vorlassen
admixed	?:gab zu
admixes	?:gibt zu
admixing	?:zumischend
admixture	?:Zusatz
admixtures	?:Zusätze
admonished	?:abgemahnt
admonishing	?:abmahnend
admonishingly	?:mahnend
admonishment	?:Warnung
admonition	?:Warnung
admonitions	?:Rügen
admonitory	?:warnend
adnate	?:angewachsen
adnexitis	?:Adnexitis
ado	?:Umstände
adobe	?:Adobe
adobes	?:Lehmziegel
adolescence	?:Jugend
adolescent	?:in Entwicklung
adolescents	?:Jugendliche
adometer	?:Kilometerpauschale
adonis	?:Adonis
adoptability	?:flexible Einsatzmöglichkeiten
adoptable	?:annehmbar
adopted	?:gewählt
adoptee	?:Adoptierte
adoptees	?:Adoptierte
adopter	?:Adoptierende
adopters	?:Adoptierenden
adopting	?:einnehmend
adoption	?:Übernahme
adoptive	?:angenommen
adoptively	?:angenommen
adopts	?:nimmt an
adorability	?:Anbetungswürdigkeit
adorable	?:bezaubernd
adorableness	?:Anbetungswürdigkeiten
adorably	?:wunderbar
adoration	?:Verehrung
adore	?:Er liebt seinen Vater über alles.
adored	?:verehrt
adorer	?:Anbeter
adoring	?:anbetend
adoringly	?:voller Verehrung
adorned	?:besetzt
adorner	?:Dekorateur
adorning	?:schmückend
adornment	?:Schmuck
adorns	?:besetzt
adour	?:Adour
adposition	?:Adposition
adrenal	?:Nebenniere
adrenalectomy	?:Adrenalektomie
adrenalin	?:Adrenalin
adrenals	?:Nebennieren
adrenergic	?:adrenerg
adrenoceptor	?:Adrenozeptor
adrenoceptors	?:Adrenozeptoren
adrenocorticosteroid	?:Adrenocorticosteroid
adrenocorticosteroids	?:Adrenocorticosteroide
adrenocorticotropic	?:adrenokortikotrop
adress	?:Ausrichtung
adriatic	?:Adria
adrienne	?:Adriane
adrift	?:verloren
adroit	?:geschickt
adroitly	?:geschickt
adroitness	?:Geschicklichkeit
ads	?:Anzeigen
adsorb	?:adsorbieren
adsorbed	?:adsorbierte
adsorbent	?:Adsorbent
adsorbing	?:adsorbierend
adsorbs	?:adsorbiert
adsorption	?:Adsorption
adsorptive	?:adsorptive
adsorptively	?:adsorptiv
adspeak	?:Werbesprache
adsternal	?:adsternal
adstratum	?:Adstrat
adular	?:Adular
adulated	?:verherrlicht
adulating	?:verherrlichend
adulation	?:Verehrung
adulator	?:Schmeichler
adulatory	?:schmeichlerisch
adult	?:Erwachsene
adulterant	?:Zusatzstoff
adulterants	?:Zusatzstoffe
adulterate	?:verfälschen
adulterated	?:verschlechtert
adulterates	?:verfälscht
adulterating	?:verfälschend
adulteration	?:Fälschung
adulterator	?:Verfälscher
adulterators	?:Verfälscher
adulterer	?:Ehebrecher
adulterers	?:Ehebrecher
adulteress	?:Ehebrecherin
adulteresses	?:Ehebrecherinnen
adulteries	?:Ehebrüche
adulterous	?:ehebrecherisch
adulterously	?:ehebrecherisch
adultery	?:Ehebruch
adulthood	?:Erwachsenenalter
adultly	?:erwachsen
adults	?:Erwachsene
adumbrate	?:angeben
adumbrated	?:gab an
adumbrates	?:gibt an
adumbrating	?:ankündigend
adumbration	?:Andeutung
adumbrative	?:andeutend
adumbratively	?:andeutend
adumbrativeness	?:Andeutungs…
advance	?:fördern
advanced	?:kam weiter
advancement	?:Förderung
advances	?:kommt weiter
advancing	?:Vorbau
advantage	?:Vorteil
advantaged	?:begünstigt
advantageous	?:günstig
advantageously	?:vorteilhaft
advantageousness	?:Vorteilhaftigkeit
advantages	?:Vorteile
advantaging	?:begünstigend
advection	?:Heranführen
advent	?:Anfang
adventism	?:Adventismus
adventist	?:Adventist
adventitial	?:adventitial
adventitious	?:zufällig
adventitiously	?:hinzukommend
adventive	?:Adventiv...
adventure	?:Abenteuer
adventure-filled	?:abenteuerlich
adventurer	?:Abenteurer
adventurers	?:Abenteurer
adventures	?:Abenteuer
adventuresome	?:unternehmungslustig
adventuresomely	?:abenteuerlich
adventuress	?:Abenteurerin
adventurism	?:Abenteurertum
adventurist	?:abwegig
adventurous	?:gewagt
adventurously	?:abenteuerlich
adventurousness	?:Gewagte
adverb	?:Umstandswort
adverbial	?:adverbial
adverbs	?:Adverbien
adversarial	?:kontrovers
adversaries	?:Gegner
adversary	?:Gegner
adverse	?:Gegen…
adversely	?:negativ
adverseness	?:Gegenposition
adversities	?:Widrigkeiten
adversity	?:Not
advert	?:Werbung
advertence	?:Beachtung
advertency	?:Beachtung
advertently	?:aufmerksam
advertise	?:Werbung machen
advertised	?:Werbung gemacht
advertisement	?:Werbung
advertisements	?:Anzeigen
advertiser	?:Werber
advertisers	?:Werber
advertises	?:kündigt an
advertising	?:Werbung
advertorial	?:PR-Text
advertorials	?:PR-Texte
adverts	?:Anzeigen
advice	?:Rat
advisability	?:Ratsamkeit
advisable	?:geraten
advisably	?:ratsam
advise	?:jdn./etw. avisieren
advised	?:geraten
advisedly	?:bewusst
advisement	?:Beratung
adviser	?:Berater
advisers	?:Berater
advises	?:unterrichtet
advising	?:anratend
advisor	?:Berater
advisories	?:Hinweise
advisors	?:Berater
advisory	?:Hinweis
advocacy	?:Eintreten
advocate	?:Anwalt
advocated	?:sich eingesetzt
advocates	?:Anwälte
advocates-general	?:Generalanwalt
advocating	?:befürwortend
advocation	?:Beteiligung
advocator	?:Befürworter
advocatory	?:anwaltlich
adware	?:werbefinanzierte Software
adwoman	?:Werbefachmann
adygeya	?:Adygeja
adynamic	?:entkräftet
adyton	?:Adyton
adytum	?:Allerheiligstes
adz	?:Haue
adze	?:Breitbeil
adzes	?:Breitbeile
aedificichnia	?:Bautenspuren
aegean	?:Ägäis
aegirine	?:Ägirin
aegirite	?:Ägirin
aegis	?:Schirmherrschaft
aeneas	?:Äneas
aeneid	?:Aeneis
aeolian	?:äolisch
aeolite	?:Meteorit
aeolotropic	?:anisotrop
aeolotropy	?:Anisotropie
aeolus	?:Äolus
aeon	?:Ewigkeit
aerate	?:die Wetter fassen / führen
aerated	?:aufgelockert
aerates	?:belüftet
aerating	?:Lüftung
aeration	?:Lüftung
aerator	?:Belüftungsanlage
aerators	?:Belüftungsvorrichtungen
aerenterectasia	?:Darmblähung
aerial	?:Luft…
aerialist	?:Luftakrobat
aerialists	?:Luftakrobaten
aerials	?:Antennen
aerie	?:Horst
aeries	?:Horste
aerification	?:Belüftung
aeriform	?:nicht greifbar
aering	?:Lüftung
aero-urethroscope	?:Harnröhrenspiegel
aeroacoustics	?:Strömungsakustik
aeroallergen	?:Inhalationsallergen
aerobatic	?:Kunstflug-
aerobatics	?:Kunstflug
aerobe	?:Aerobier
aerobes	?:Aerobiere
aerobic	?:sauerstoffabhängig
aerobics	?:Aerobic
aerobiotic	?:sauerstoffabhängig
aerobridge	?:Fluggastbrücke
aerobridges	?:Fluggastbrücken
aerocab	?:Lufttaxi
aerodrome	?:kleiner Flughafen
aerodromes	?:kleine Flughäfen
aerodynamic	?:aerodynamisch
aerodynamically	?:aerodynamisch
aerodynamics	?:Aerodynamik
aerodyne	?:strömungsgetragenes Luftfahrzeug
aeroembolism	?:Luftembolie
aerofoil	?:Tragflächenprofil
aerofoils	?:Tragflächenprofile
aerogenerator	?:Windkraftgenerator
aerogenerators	?:Windkraftgeneratoren
aerogram	?:Luftpostleichtbrief
aerograms	?:Luftpostleichtbriefe
aerolite	?:Aerolith
aerolites	?:Steinmeteoriten
aerology	?:Aerologie
aeromagnetics	?:Aeromagnetik
aeromechanic	?:Flugzeugmechaniker
aeromechanics	?:Flugzeugmechaniker
aeromedical	?:Flugrettungs…
aeromobile	?:Luftkissenfahrzeug
aeromobiles	?:Luftkissenfahrzeuge
aeromodelling	?:Modellflugzeugbau
aeronaut	?:Luftfahrer
aeronautic	?:aeronautisch
aeronautical	?:aeronautisch
aeronautically	?:aeronautisch
aeronautics	?:Luftfahrt
aeronauts	?:Luftfahrer
aeronomy	?:Physik der oberen Atmosphäre
aerophagy	?:Aerophagie
aerophone	?:Aerophon
aerophones	?:Aerophone
aerophore	?:Sauerstoffapparat
aerophores	?:Sauerstoffapparate
aeroplane	?:Maschine
aeroplanes	?:Maschinen
aeropleura	?:Pneumothorax
aerosiderite	?:Eisenmeteorit
aerosiderites	?:Eisenmeteoriten
aerosol	?:Aerosol
aerosols	?:Aerosole
aerospace	?:Luft- und Raumfahrt
aerostat	?:Luftfahrzeug leichter als Luft
aerostatics	?:Aerostatik
aeschylus	?:Aischylos
aesthesia	?:Empfindungsvermögen
aesthete	?:Schöngeist
aesthetes	?:Ästheten
aesthetic	?:ästhetisch
aesthetical	?:ästhetisch
aesthetically	?:ästhetisch
aestheticisation	?:Ästhetisierung
aestheticism	?:Ästhetizismus
aestheticist	?:Ästhetizist
aestheticists	?:Ästhetizisten
aestheticization	?:Ästhetisierung
aesthetics	?:Ästhetik
aestival	?:Sommer…
aestivate	?:an einem Ort den Sommer verbringen
aestivation	?:Sommerschlaf
aether	?:Äther
aethling	?:Prinz
aetiological	?:ätiologisch
aetiology	?:Lehre von den Ursachen der Krankheit
afar	?:weit
afebrile	?:fieberfrei
affability	?:Freundlichkeit
affable	?:freundlich
affably	?:herzlich
affair	?:Verhältnis
affairs	?:Fragen
affect	?:angreifen
affectation	?:Vorliebe
affectations	?:Vorlieben
affected	?:betroffen
affectedly	?:affektiert
affectedness	?:Befallenheit
affecting	?:ergreifend
affectingly	?:ergreifend
affection	?:Erkrankung
affectionate	?:herzlich
affectionately	?:liebevoll
affectionateness	?:Zärtlichkeit
affective	?:emotional
affectively	?:affektiv
affectivity	?:Gefühlswelt
affects	?:beeinflusst
affenpinscher	?:Affenpinscher
